"study","outcome.name","reference_condition","condition.name","estimate","std.error","prediction_combined","pg","ph","z_raw_combined","zg_raw","zh_raw","zc","zg","zh"
"HamiltonS31","belief_man_first","ATTEMPTED RAPE LANGUAGE","SOFT DENIAL",-0.115000000000002,0.0605133550006281,-0.0271193860207629,-0.0371175599203136,-0.0171212121212121,1.45225155634366,1.28702895549056,1.61747415719676,1.60553574327377,1.52755538399686,1.72368502495907
"HamiltonS31","belief_man_first","ATTEMPTED RAPE LANGUAGE","CONSENT",-0.122422680412373,0.0609498027312416,-0.0668825449730249,-0.0521994333803932,-0.0815656565656566,0.91124389170303,1.15214888129548,0.670338902110579,1.30277635702669,1.50377151529333,1.19861062418066
"HamiltonS31","belief_man_first","ATTEMPTED RAPE LANGUAGE","BOTH HAD BEEN DRINKING",-0.0892857142857155,0.0631534219547856,-0.0641116541708421,-0.026102096220472,-0.102121212121212,0.398617514865571,1.0004781389436,-0.203243109212454,0.760391379929925,1.15142463504998,0.436755143964203
"HamiltonS31","belief_man_first","ATTEMPTED RAPE LANGUAGE","NEITHER HAD BEEN DRINKING",-0.0772471910112386,0.0622391907370227,-0.0103389370023428,-0.0293142376410492,0.00863636363636366,1.07501805882408,0.770141012480689,1.37989510516747,1.12513797179381,0.946835105642906,1.31766585887956
"HamiltonS31","belief_man_first","INAPPROPRIATE TOUCHING LANGUAGE","WOMAN ACCUSER",0.102135922330105,0.058122334553892,-0.0204678652389483,-0.0590257925896979,0.0180900621118013,-2.10940920577395,-2.77280181804072,-1.44601659350718,-1.99180437098398,-2.35052580313293,-1.57769687953572
"HamiltonS31","belief_man_first","INAPPROPRIATE TOUCHING LANGUAGE","NOT THE FIRST ALLEGATION AGAINST MAN",0.156872764435359,0.0626058260689185,0.0922269831305075,0.142240527525837,0.0422134387351779,-1.03258411179955,-0.233720051763455,-1.83144817183564,-1.58380102544911,-1.30741498362897,-2.10778562840972
"HamiltonS31","belief_man_first","INAPPROPRIATE TOUCHING LANGUAGE","MAN ACCUSER",-0.287314627120466,0.0595628129452153,-0.350386682779493,-0.537577713385073,-0.163195652173913,-1.05891667200204,-4.20166667572928,2.08383333172519,1.0879638721318,-0.126480662366329,3.17245417939269
"HamiltonS31","belief_man_first","INAPPROPRIATE TOUCHING LANGUAGE","RAPE LANGUAGE",0.117691477885651,0.0597382410228865,-0.0109928656178003,-0.0140308198024284,-0.00795491143317228,-2.15413680249055,-2.20499123229314,-2.10328237268797,-2.09790259721818,-2.13754468091006,-2.05705341535236
"HamiltonS31","belief_man_first","INAPPROPRIATE TOUCHING LANGUAGE","SOFT DENIAL",0.0221359223300986,0.0581223345538915,-0.0412006764290302,-0.0470390340174808,-0.0353623188405796,-1.08971188520314,-1.19016135326498,-0.989262417141303,-0.841239316745726,-0.861913138384502,-0.753179908063877
"HamiltonS31","belief_man_first","INAPPROPRIATE TOUCHING LANGUAGE","NEITHER HAD BEEN DRINKING",0.059888731318863,0.059917080237291,-0.0244202274106101,-0.0392357117382164,-0.00960474308300385,-1.40709391037718,-1.65436037044052,-1.15982745031384,-1.26881133515998,-1.39532256833589,-1.10272532373472
"HamiltonS31","belief_man_first","SOFT DENIAL","WOMAN ACCUSER",0.0800000000000072,0.0585502348181075,0.0207328111900819,-0.0119867585722171,0.0534523809523809,-1.01224510873518,-1.57107411879715,-0.453416098673204,-1.15366225208737,-1.5181761106319,-0.825655577644348
"HamiltonS31","belief_man_first","CONSENT","WOMAN ACCUSER",0.087422680412377,0.059001206062255,0.060495970142344,0.00309511488786252,0.117896825396825,-0.456375590723032,-1.42925155522306,0.516500373777,-0.843962465322122,-1.49330241918847,-0.289679590662733
"HamiltonS31","belief_man_first","CONSENT","FIRST ALLEGATION AGAINST MAN",-0.327045404694015,0.0599212042683424,-0.0960972725123611,-0.0133056561358332,-0.178888888888889,3.85419710771181,5.23587188189969,2.47252233352393,4.43132107133399,5.2975948558656,3.65936322018533
"HamiltonS31","belief_man_first","CONSENT","NOT THE FIRST ALLEGATION AGAINST MAN",0.142159522517631,0.0634225985006752,0.1731908185118,0.204361435003398,0.142020202020202,0.489278218296879,0.980753137781074,-0.00219670118731596,-0.523183464892763,-0.525686308882056,-0.904278303984812
"HamiltonS31","belief_man_first","CONSENT","MAN ACCUSER",-0.302027869038193,0.0604207350894779,-0.269422847398201,-0.475456805907513,-0.0633888888888888,0.539632985128482,-2.87035463260231,3.94962060285927,2.16441764742231,0.678208553157249,4.36221563856176
"HamiltonS31","belief_man_first","CONSENT","RAPE LANGUAGE",0.102978235967924,0.0605936794006986,0.0699709697634919,0.048090087675132,0.0918518518518519,-0.544731175444203,-0.905839500681632,-0.183622850206775,-0.979499757915673,-1.30676593283486,-0.796729503216637
"HamiltonS31","belief_man_first","CONSENT","INAPPROPRIATE TOUCHING LANGUAGE",-0.0147132419177256,0.058576600221757,0.0809638353812923,0.0621209074775604,0.0998067632850241,1.63336685531095,1.31168673334421,1.95504697727769,1.11477702174071,0.787745938372768,1.26652116488011
"HamiltonS31","belief_man_first","CONSENT","SOFT DENIAL",0.0074226804123709,0.059001206062255,0.0397631589522621,0.0150818734600796,0.0644444444444445,0.548132499287679,0.129814177690319,0.966450820885038,0.289463975789806,-0.0268638648583087,0.522555522136201
"HamiltonS31","belief_man_first","CONSENT","NEITHER HAD BEEN DRINKING",0.0451754894011343,0.0607700012092163,0.0565436079706821,0.022885195739344,0.0902020202020203,0.187067933903938,-0.366797650456682,0.740933518264557,-0.165376891292268,-0.577460099163479,0.140462378879889
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","WOMAN ACCUSER",0.0542857142857207,0.0612749424187629,0.0577250793401611,-0.0230022222720587,0.138452380952381,0.0561300413949842,-1.26133021928574,1.37359030207571,-0.300484313852849,-1.12882149919544,0.463175530757794
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","FIRST ALLEGATION AGAINST MAN",-0.360182370820671,0.0621612980285196,-0.0988681633145439,-0.0394029932957545,-0.158333333333333,4.20380873298747,5.16043563597631,3.24718182999862,4.77648872862974,5.4113483074059,4.25901579605053
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","NOT THE FIRST ALLEGATION AGAINST MAN",0.109022556390975,0.0655431327615629,0.170419927709617,0.178264097843476,0.162575757575758,0.936747584861366,1.05642709670886,0.817068073013872,-0.0274477350117813,-0.219736526393713,-0.181242185234413
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","MAN ACCUSER",-0.335164835164849,0.062642968323467,-0.272193738200384,-0.501554143067434,-0.0428333333333333,1.00523807619243,-2.65615299459322,4.66662914697809,2.58861216085368,0.956468576008195,4.93336735102689
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","RAPE LANGUAGE",0.0698412698412691,0.0628097941004158,0.0672000789613091,0.0219927505152108,0.112407407407407,-0.04205062152787,-0.761800289451062,0.677699046395322,-0.445294406845002,-0.959143163343255,-0.0446470638770088
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","INAPPROPRIATE TOUCHING LANGUAGE",-0.047850208044381,0.0608662003509465,0.0781929445791094,0.0360235703176391,0.12036231884058,2.07082341096934,1.37800253471409,2.76364428722459,1.58844303862655,1.06925764901805,1.96596801599757
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","SOFT DENIAL",-0.0257142857142853,0.0612749424187627,0.0369922681500792,-0.0110154636998416,0.0850000000000001,1.02336373383785,0.239883081635387,1.80684438604032,0.790883941565961,0.28320175054287,1.24527094153332
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","CONSENT",-0.0331369661266563,0.0617060036622683,-0.00277089080218285,-0.0260973371599212,0.0205555555555555,0.492108928179407,0.114083371940024,0.870134484418791,0.49766592748794,0.268535409020578,0.730123810246481
"HamiltonS31","belief_man_first","BOTH HAD BEEN DRINKING","NEITHER HAD BEEN DRINKING",0.0120385232744781,0.062979911865532,0.0537727171684993,-0.00321214142057724,0.110757575757576,0.662658817038799,-0.2421512549528,1.5674688890304,0.338722138226299,-0.256495747015151,0.85754959847163
"HamiltonS31","belief_man_first","NEITHER HAD BEEN DRINKING","WOMAN ACCUSER",0.0422471910112433,0.0603322527958553,0.00395236217166184,-0.0197900808514815,0.0276948051948052,-0.634732287706191,-1.0282604906639,-0.241204084748479,-0.669932189177206,-0.917955400436127,-0.43172299453069
"HamiltonS31","belief_man_first","NEITHER HAD BEEN DRINKING","NOT THE FIRST ALLEGATION AGAINST MAN",0.0969840331164976,0.0646626972156291,0.116647210541118,0.181476239264054,0.0518181818181818,0.304088419928567,1.30666071453533,-0.6984838746782,-0.368146871834674,-0.00952736676146564,-1.02542978076642
"HamiltonS31","belief_man_first","NEITHER HAD BEEN DRINKING","RAPE LANGUAGE",0.0578027465667924,0.0618904871037295,0.0134273617928098,0.025204891935788,0.00164983164983157,-0.716998473442432,-0.526702182459314,-0.90729476442555,-0.807478039212841,-0.750639261163344,-0.924732545959037
"HamiltonS31","belief_man_first","NEITHER HAD BEEN DRINKING","SOFT DENIAL",-0.0377528089887627,0.0603322527958551,-0.0167804490184201,-0.00780332227926439,-0.0257575757575758,0.347614401890583,0.496409222623224,0.198819581157941,0.43848866218287,0.516130669819367,0.362592633354186
"HamiltonS31","belief_man_first","FIRST ALLEGATION AGAINST MAN","WOMAN ACCUSER",0.414468085106395,0.0594772090924184,0.156593242654705,0.0164007710236957,0.296785714285714,-4.33569171093742,-6.69277056131138,-1.97861286056346,-5.31293535781632,-6.85830485176739,-3.9810942129159
"HamiltonS31","belief_man_first","FIRST ALLEGATION AGAINST MAN","NOT THE FIRST ALLEGATION AGAINST MAN",0.469204927211648,0.0638656565393357,0.269288091024161,0.217667091139231,0.320909090909091,-3.13027136993973,-3.93854615614092,-2.32199658373854,-4.68773727390954,-5.52952241911634,-4.33792780840446
"HamiltonS31","belief_man_first","FIRST ALLEGATION AGAINST MAN","MAN ACCUSER",0.0250175356558295,0.0608856412742378,-0.17332557488584,-0.46215114977168,0.1155,-3.25763359620872,-8.00137233068188,1.48610513826445,-2.22430208032444,-4.57954162556493,0.720618965079113
"HamiltonS31","belief_man_first","FIRST ALLEGATION AGAINST MAN","RAPE LANGUAGE",0.430023640661938,0.0610572687559587,0.166068242275853,0.0613957438109652,0.270740740740741,-4.32307903324492,-6.03741216012054,-2.6087459063693,-5.33196562478883,-6.53465102608807,-4.38882552797329
"HamiltonS31","belief_man_first","FIRST ALLEGATION AGAINST MAN","INAPPROPRIATE TOUCHING LANGUAGE",0.312332162776287,0.0590560257565831,0.177061107893653,0.0754265636133936,0.278695652173913,-2.29055465804952,-4.0115398238847,-0.569569492214344,-3.4019206902821,-4.63395065153751,-2.46383704094231
"HamiltonS31","belief_man_first","FIRST ALLEGATION AGAINST MAN","SOFT DENIAL",0.33446808510639,0.0594772090924189,0.135860431464623,0.0283875295959128,0.243333333333333,-3.33922281614055,-5.14618221300319,-1.53226341927791,-4.18857986049392,-5.40360237594629,-3.17535951230504
"HamiltonS31","belief_man_first","FIRST ALLEGATION AGAINST MAN","NEITHER HAD BEEN DRINKING",0.372220894095149,0.0612322556467644,0.152640880483043,0.0361908518751772,0.269090909090909,-3.5860186970543,-5.48779460548467,-1.68424278862393,-4.51157179842462,-5.795939331585,-3.44846072601392
"HamiltonS31","belief_man_first","NOT THE FIRST ALLEGATION AGAINST MAN","WOMAN ACCUSER",-0.0547368421052601,0.0630032830972545,-0.112694848369456,-0.201266320115535,-0.0241233766233766,-0.919920413904929,-2.32574352965203,0.485902701842176,-0.274379625813318,-0.906844432299537,0.6323600285334
"HamiltonS31","belief_man_first","NOT THE FIRST ALLEGATION AGAINST MAN","RAPE LANGUAGE",-0.0391812865497104,0.0644970181291128,-0.103219848748308,-0.156271347328266,-0.0501683501683502,-0.992891827501273,-1.8154337080229,-0.170349946979649,-0.416197663067564,-0.747465388787122,0.13419893325119
"HamiltonS31","belief_man_first","NOT THE FIRST ALLEGATION AGAINST MAN","SOFT DENIAL",-0.134736842105264,0.0630032830972535,-0.133427659559538,-0.189279561543318,-0.0775757575757575,0.0207795924492606,-0.8657123368295,0.907271521728022,0.787049615980688,0.466443419828885,1.39300056828547
"KrupnikovS34","partisanship","Feel","Think",0.00195566571739955,0.0152123546914199,-0.010075419241298,0.00318249485073729,-0.0233333333333333,-0.790875916499851,0.0806468924912525,-1.66239872549095,-0.55119008115891,-0.0892042878564766,-1.07569410780526
"Melin1066","Capable","<U+201C>Military/Automotive<U+201D>","<U+201C>Military/Wedding<U+201D>",-0.0565750915750886,0.0152582247106405,-0.066635912491227,-0.0105575392681682,-0.122714285714286,-0.659370346611972,3.01591785280431,-4.33465854602825,0.877918910847446,3.22426231130908,-1.29443133790896
"Melin1066","Capable","<U+201C>Military/Automotive<U+201D>","<U+201C>Military/Consulting<U+201D>",-0.0249084249084224,0.0156568847816076,-0.0311321817669526,-0.00382280509234667,-0.0584415584415585,-0.397509271182817,1.3467314928986,-2.14175003526424,0.311326811708943,1.35596895685717,-0.713265026501735
"Melin1066","Capable","<U+201C>Military/Consulting<U+201D>","<U+201C>Military/Wedding<U+201D>",-0.0316666666666662,0.0153025414601118,-0.0355037307242744,-0.00673473417582149,-0.0642727272727273,-0.250746849313235,1.62926743612054,-2.13076113474701,0.573940595799856,1.72445427164762,-0.526772187400075
"Melin1066","Capable","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Military/Automotive<U+201D>",0.1016761016761,0.0155851596434254,0.133877212053759,0.0503328213200607,0.217421602787456,2.06613927058762,-3.29436987048756,7.4266484116628,-0.907093779103833,-4.8506712239639,2.24594116222362
"Melin1066","Capable","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Military/Wedding<U+201D>",0.0451010101010097,0.0152291475528004,0.0672412995625316,0.0397752820518925,0.0947073170731707,1.45381016138692,-0.349706247881079,3.25732657065491,-0.0658862290071987,-1.63004726863906,0.967248142794448
"Melin1066","Capable","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Military/Consulting<U+201D>",0.0767676767676762,0.0156285493545978,0.102745030286806,0.046510016227714,0.158980044345898,1.66217304816505,-1.93605048385765,5.26039658018776,-0.609427457803403,-3.37782466698786,1.49173029725575
"Melin1066","Capable","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Cosmetics/Wedding<U+201D>",0.00416377515614233,0.0157484855652557,0.065902391341084,0.00625131176284344,0.125553470919325,3.92028909250483,0.132554752522149,7.70802343248751,2.48030089543096,-0.146473137044283,4.76138261311035
"Melin1066","Capable","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Cosmetics/Consulting<U+201D>",0.0117845117845118,0.0152658886135629,0.0567984545137248,0.00607563846590686,0.107521270561543,2.94866180860383,-0.373962725860119,6.27128634306778,1.67073196627578,-0.656626718749638,3.67298758632769
"Melin1066","Capable","<U+201C>Cosmetics/Wedding<U+201D>","<U+201C>Military/Automotive<U+201D>",0.097512326519958,0.0157766055834105,0.0679748207126746,0.0440815095572172,0.0918681318681319,-1.8722345342995,-3.38671184243363,-0.357757226165373,-3.35538022830155,-4.74560202966817,-2.50110525560875
"Melin1066","Capable","<U+201C>Cosmetics/Wedding<U+201D>","<U+201C>Military/Wedding<U+201D>",0.0409372349448677,0.0154250127328443,0.00133890822144761,0.0335239702890491,-0.0308461538461539,-2.56715034270953,-0.480600229264878,-4.65370045615419,-2.58039982708687,-1.5620885936449,-3.87240769593366
"Melin1066","Capable","<U+201C>Cosmetics/Wedding<U+201D>","<U+201C>Military/Consulting<U+201D>",0.0726039016115343,0.0158194702045466,0.036842638945722,0.0402587044648706,0.0334265734265734,-2.26058535484547,-2.04464477813976,-2.47652593155118,-3.05470256354318,-3.29097655741307,-3.23327655525524
"Melin1066","Capable","<U+201C>Cosmetics/Consulting<U+201D>","<U+201C>Military/Automotive<U+201D>",0.089891589891588,0.015294895923057,0.0770787575400337,0.0442571828541538,0.109900332225914,-0.837719486030566,-2.98363632332016,1.30819735125903,-2.57476323431664,-4.39049938953773,-1.34331121063799
"Melin1066","Capable","<U+201C>Cosmetics/Consulting<U+201D>","<U+201C>Military/Wedding<U+201D>",0.0333164983164977,0.0149319648864795,0.0104428450488068,0.0336996435859857,-0.0128139534883721,-1.53185822774084,0.0256594006482641,-3.08937585612994,-1.75776769094262,-1.09683998767978,-2.73365175618319
"Melin1066","Capable","<U+201C>Cosmetics/Consulting<U+201D>","<U+201C>Military/Consulting<U+201D>",0.0649831649831642,0.0153391067248124,0.0459465757730811,0.0404343777618071,0.0514587737843551,-1.24104940082916,-1.60040526881837,-0.88169353283996,-2.26662491255649,-2.8909274917192,-2.10152890425
"Melin1066","Capable","<U+201C>Cosmetics/Consulting<U+201D>","<U+201C>Cosmetics/Wedding<U+201D>",-0.00762073662837079,0.0154612883611021,0.00910393682735916,0.000175673296936574,0.0180322003577817,1.08171279553949,0.504253574684098,1.65917201639489,0.893680280063436,0.397090071809924,1.25703681202569
"Melin1066","masculine","<U+201C>Military/Automotive<U+201D>","<U+201C>Military/Wedding<U+201D>",-0.0129151691928421,0.0231594673845887,-0.0727916394408257,0.0369881496897772,-0.182571428571429,-2.5853992776979,2.1547697127019,-7.32556826809769,-1.48006338195831,1.36706770578918,-4.35654803558457
"Melin1066","masculine","<U+201C>Military/Automotive<U+201D>","<U+201C>Military/Consulting<U+201D>",-0.034895522243106,0.0238022981749728,-0.0837913342134901,0.0497766389323273,-0.217359307359307,-2.05424751891379,3.55731032999423,-7.66580536782181,-0.817906195030337,2.54881036429869,-4.23070046971399
"Melin1066","masculine","<U+201C>Military/Consulting<U+201D>","<U+201C>Military/Wedding<U+201D>",0.0219803530502606,0.0232061054858814,0.0109996947726643,-0.0127884892425502,0.0347878787878788,-0.473179710584219,-1.49826270133798,0.551903280169538,-0.626893587697249,-1.31796007371649,0.0141051060771829
"Melin1066","masculine","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Military/Automotive<U+201D>",0.139620937313354,0.0238022981749739,0.328243646535293,0.142062205962573,0.514425087108014,7.92455870585889,0.102564409170581,15.7465530025472,3.13538299519577,-2.6527959521174,7.6905485401012
"Melin1066","masculine","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Military/Wedding<U+201D>",0.126705768120505,0.0232061054858814,0.255452007094468,0.17905035565235,0.331853658536585,5.54794681306144,2.25563861043775,8.84025501568513,1.7275698235283,-1.28864122262998,3.51783002713921
"Melin1066","masculine","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Military/Consulting<U+201D>",0.104725415070242,0.0238476791469174,0.244452312321803,0.1918388448949,0.297065779748707,5.8591402706633,3.65291017578615,8.06537036554045,2.3020940406453,-0.0376288108595612,3.43136421189878
"Melin1066","masculine","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Cosmetics/Wedding<U+201D>",-0.0291910055901006,0.0242595029272223,-0.0531211129316544,-0.0264548587588685,-0.0797873671044403,-0.986421997736033,0.112786599108831,-2.0856305945809,-0.213443548712804,0.539073527686558,-0.83482490168275
"Melin1066","masculine","<U+201C>Cosmetics/Automotive<U+201D>","<U+201C>Cosmetics/Consulting<U+201D>",-0.0342129404781159,0.0233598582568237,-0.00529425018218377,0.000999701564163374,-0.0115882019285309,1.23796514422277,1.50739964494405,0.968530643501491,1.32805544197634,1.42057754186715,1.17630235430627
"Melin1066","masculine","<U+201C>Cosmetics/Wedding<U+201D>","<U+201C>Military/Automotive<U+201D>",0.168811942903457,0.0242148937637961,0.381364759466948,0.168517064721441,0.594212454212454,8.77777200415725,-0.0121775542313698,17.5677215625459,3.30660253495259,-3.21281740859749,8.41744057458271
"Melin1066","masculine","<U+201C>Cosmetics/Wedding<U+201D>","<U+201C>Military/Wedding<U+201D>",0.155896773710605,0.0236291136821382,0.308573120026122,0.205505214411218,0.411641025641026,6.46136576975922,2.09946261074165,10.8232689287768,1.92685499465116,-1.88579803403668,4.33405314582734
"Melin1066","masculine","<U+201C>Cosmetics/Wedding<U+201D>","<U+201C>Military/Consulting<U+201D>",0.133916420660342,0.0242595029272217,0.297573425253458,0.218293703653768,0.376853146853147,6.74609884151729,3.47811260793585,10.0140850750987,2.48724421052412,-0.641099359567063,4.22946722632284
"Melin1066","masculine","<U+201C>Cosmetics/Consulting<U+201D>","<U+201C>Military/Automotive<U+201D>",0.173833877791473,0.0233135277359502,0.333537896717477,0.141062504398409,0.526013289036545,6.85027254282651,-1.40568058872227,15.1062256743753,1.88164606932325,-4.19948741942794,6.69554336154911
"Melin1066","masculine","<U+201C>Cosmetics/Consulting<U+201D>","<U+201C>Military/Wedding<U+201D>",0.160918708598621,0.0227045041546035,0.260746257276651,0.178050654088186,0.343441860465116,4.39681694866653,0.754561534262436,8.03907236307062,0.410872414456599,-2.84818245249535,2.40829487862841
"Melin1066","masculine","<U+201C>Cosmetics/Consulting<U+201D>","<U+201C>Military/Consulting<U+201D>",0.138938355548358,0.0233598582568232,0.249746562503987,0.190839143330737,0.308653981677237,4.74353079275483,2.22179378024346,7.26526780526619,1.03331478573114,-1.5265326354275,2.34907586100978
"Melin1066","masculine","<U+201C>Cosmetics/Consulting<U+201D>","<U+201C>Cosmetics/Wedding<U+201D>",0.00502193488801593,0.0237801316094015,-0.0478268627494706,-0.0274545603230318,-0.0681991651759094,-2.22239298358604,-1.36569871624294,-3.07908725092914,-1.5113266866264,-0.911877642782691,-1.98520477242823
"Silverman1035","Americans_Killed","Control group: No Corrective Information","Treatment 1: Corrective Information, No Elite Endorsement",-0.102275396359369,0.0190271980335283,-0.319461420864633,-0.441980312993634,-0.196942528735632,-11.4145038130446,-17.8536490783174,-4.97535854777189,-5.60798417609123,-7.64081845298139,-1.02446550208284
"Silverman1035","Americans_Killed","Control group: No Corrective Information","Treatment 2: Corrective Information, Democratic Endorsement",-0.0738015607580834,0.0187852978877752,-0.342946744724426,-0.45109779052412,-0.234795698924731,-14.327437636296,-20.084655139356,-8.57022013323607,-8.01471795229448,-9.52575753686575,-3.80012285292169
"Silverman1035","Americans_Killed","Control group: No Corrective Information","Treatment 3: Corrective Information, Republican Endorsement",-0.0758747570119407,0.0187688425373258,-0.317531576344447,-0.449858024483765,-0.185205128205128,-12.8754247286118,-19.925750174955,-5.82509928226851,-7.02446022757155,-9.38679533172574,-2.05827153137236
"Silverman1035","Americans_Killed","Control group: No Corrective Information","Treatment 4: Corrective Information, Military Endorsement",-0.0647435897435898,0.0191005230145646,-0.308453657166822,-0.45109779052412,-0.165809523809524,-12.7593400053704,-20.2274147407338,-5.29126527000695,-7.17398804016153,-9.84277570870076,-1.97703536336638
"Silverman1035","Americans_Killed","Treatment 1: Corrective Information, No Elite Endorsement","Treatment 2: Corrective Information, Democratic Endorsement",0.028473835601284,0.0187483415871595,-0.0234853238597925,-0.00911747753048597,-0.037853170189099,-2.7714002979689,-2.00504737749796,-3.53775321843984,-2.32635923967407,-1.8466576438737,-2.76359196598462
"Silverman1035","Americans_Killed","Treatment 1: Corrective Information, No Elite Endorsement","Treatment 3: Corrective Information, Republican Endorsement",0.026400639347425,0.0187318537717787,0.00192984452018654,-0.00787771149013089,0.011737400530504,-1.30637336407708,-1.82994973456388,-0.782796993590275,-1.32915309311298,-1.70067838797674,-1.0173953356198
"Silverman1035","Americans_Killed","Treatment 1: Corrective Information, No Elite Endorsement","Treatment 4: Corrective Information, Military Endorsement",0.0375318066157762,0.0190641777941321,0.0110077636978112,-0.00911747753048597,0.0311330049261084,-1.39130274614461,-2.44696019151798,-0.335645300771238,-1.57800863229871,-2.29119450039015,-0.954079218025223
"Silverman1035","Americans_Killed","Treatment 2: Corrective Information, Democratic Endorsement","Treatment 3: Corrective Information, Republican Endorsement",-0.00207319625385757,0.0184860892958097,0.025415168379979,0.00123976604035508,0.049590570719603,1.48697564930985,0.179213799154567,2.79473749946514,1.0254812172072,0.0921756997899522,1.77625622354579
"Silverman1035","Americans_Killed","Treatment 2: Corrective Information, Democratic Endorsement","Treatment 4: Corrective Information, Military Endorsement",0.00905797101449402,0.0188227528988622,0.0344930875576037,0,0.0689861751152074,1.35129631036315,-0.481224561739934,3.18381718246623,0.731625266513589,-0.53758938860436,1.79065177950367
"Silverman1035","Americans_Killed","Treatment 3: Corrective Information, Republican Endorsement","Treatment 4: Corrective Information, Military Endorsement",0.0111311672683526,0.0188063303212011,0.00907791917762466,-0.00123976604035508,0.0193956043956044,-0.109178561455621,-0.657806871272567,0.439449748361326,-0.263032426247878,-0.685078982883968,0.0505112069389516
"Silverman1035","Terrorism_worry","Control group: No Corrective Information","Treatment 1: Corrective Information, No Elite Endorsement",0.0328688063063083,0.0242264908070761,0.179630640628558,0.158226798498495,0.201034482758621,6.05790725082573,5.17441808598923,6.94139641566224,3.50907547071918,2.24345619363473,3.78069350188655
"Silverman1035","Terrorism_worry","Control group: No Corrective Information","Treatment 2: Corrective Information, Democratic Endorsement",0.0513800182481785,0.0238945817091163,0.150472642748938,0.173848511304327,0.127096774193548,4.14707508618798,5.12536668551198,3.16878348686398,1.98394230224837,1.86468271521077,1.14403304337496
"Silverman1035","Terrorism_worry","Control group: No Corrective Information","Treatment 3: Corrective Information, Republican Endorsement",0.0611123783455021,0.0238945817091159,0.140918292222268,0.178759661367614,0.103076923076923,3.3399167580456,4.92359667368558,1.75623684240562,1.3147691787778,1.572054009058,0.114781684018485
"Silverman1035","Terrorism_worry","Control group: No Corrective Information","Treatment 4: Corrective Information, Military Endorsement",0.0405159883720952,0.0242498181089085,0.157142530430163,0.180713632288897,0.133571428571429,4.80937801406533,5.78138950515669,3.83736652297397,2.58301673081737,2.44332383155574,1.74047134285397
"Silverman1035","Terrorism_worry","Treatment 1: Corrective Information, No Elite Endorsement","Treatment 2: Corrective Information, Democratic Endorsement",0.0185112119418685,0.0238229315357196,-0.02915799787962,0.0156217128058322,-0.0739377085650723,-2.00098001163351,-0.12129066197012,-3.88066936129691,-1.56856649133729,-0.455703721557791,-2.69386576580351
"Silverman1035","Terrorism_worry","Treatment 1: Corrective Information, No Elite Endorsement","Treatment 3: Corrective Information, Republican Endorsement",0.0282435720391921,0.0238229315357199,-0.0387123484062894,0.0205328628691188,-0.0979575596816976,-2.81056596015853,-0.323667520032616,-5.29746440028445,-2.2397522290093,-0.749212541793305,-3.72621271556854
"Silverman1035","Terrorism_worry","Treatment 1: Corrective Information, No Elite Endorsement","Treatment 4: Corrective Information, Military Endorsement",0.00764718206578738,0.0241792206288192,-0.0224881101983948,0.0224868337904025,-0.0674630541871921,-1.24633017444177,0.61373573418358,-3.10639608306711,-0.915481852158133,0.158737392568677,-2.03918306577946
"Silverman1035","Terrorism_worry","Treatment 2: Corrective Information, Democratic Endorsement","Treatment 3: Corrective Information, Republican Endorsement",0.00973236009732494,0.0234853197803196,-0.00955435052666936,0.00491115006328657,-0.0240198511166253,-0.82122410102997,-0.205286114012315,-1.43716208804762,-0.670646640987929,-0.342902792603523,-1.04373988963469
"Silverman1035","Terrorism_worry","Treatment 2: Corrective Information, Democratic Endorsement","Treatment 4: Corrective Information, Military Endorsement",-0.0108640298760816,0.0238466536110498,0.00666988768122523,0.00686512098457026,0.0064746543778802,0.735277907051165,0.743464938511821,0.727090875590509,0.648790214040221,0.571711402795413,0.626959586397159
"Silverman1035","Terrorism_worry","Treatment 3: Corrective Information, Republican Endorsement","Treatment 4: Corrective Information, Military Endorsement",-0.0205963899734049,0.0238466536110495,0.0162242382078946,0.00195397092128369,0.0304945054945055,1.54405849901885,0.945640476961501,2.14247652107619,1.31930827234352,0.864928247542162,1.6582795823385
"Silverman1035","Terrorism_likely","Control group: No Corrective Information","Treatment 1: Corrective Information, No Elite Endorsement",0.033986824769434,0.0228761529067285,0.184450250938767,0.177946478889029,0.190954022988506,6.57730461860474,6.29300104377484,6.86160819343464,3.80531567541941,2.80796430317881,3.68235430818158
